Time	Amplitude
0.0	-0.020074854618568897
1.6666944449074153e-05	2.336674235845896
3.3333888898148306e-05	4.591256504529586
5.0000833347222455e-05	6.7498468796212885
6.666777779629661e-05	8.731013472447337
8.333472224537077e-05	10.537072531878694
0.00010000166669444491	12.09452077689575
0.00011666861114351907	13.343214374761741
0.00013333555559259322	14.346560827020085
0.00015000250004166738	15.027793204416172
0.00016666944449074154	15.372360206745112
0.0001833363889398157	15.448577708873641
0.00020000333338888982	15.219660748256782
0.00021667027783796398	14.719540895697259
0.00023333722228703813	14.002647069658144
0.0002500041667361123	13.10804212524952
0.00026667111118518645	12.041918415816301
0.0002833380556342606	10.879070748415709
0.00030000500008333476	9.656966488165189
0.0003166719445324089	8.431205845965138
0.00033333888898148307	7.238970055221127
0.00035000583343055723	6.115619963017501
0.0003666727778796314	5.11021794504909
0.00038333972232870554	4.27644837811829
0.00040000666677777964	3.5631813264040737
0.0004166736112268538	3.076608288820821
0.00043334055567592795	2.738682349867169
0.0004500075001250021	2.631131357837574
0.00046667444457407627	2.695355705582217
0.0004833413890231504	2.946439991604348
0.0005000083334722246	3.315482438361265
0.0005166752779212988	3.817063908621808
0.0005333422223703729	4.4179769832727445
0.000550009166819447	5.084623433977597
0.0005666761112685212	5.746251324071716
0.0005833430557175953	6.431031012448758
0.0006000100001666695	7.0716977628023505
0.0006166769446157436	7.64395703431085
0.0006333438890648178	8.111169585903037
0.0006500108335138919	8.477091461075068
0.0006666777779629661	8.701005772962453
0.0006833447224120402	8.79776113737682
0.0007000116668611145	8.749639297952822
0.0007166786113101886	8.563477640142475
0.0007333455557592628	8.249892597507426
0.0007500125002083369	7.835671645919202
0.0007666794446574111	7.3341464594069095
0.0007833463891064852	6.747310363790641
0.0008000133335555593	6.137829390767128
0.0008166802780046335	5.486976013787948
0.0008333472224537076	4.880310287697406
0.0008500141669027818	4.297428200124737
0.0008666811113518559	3.7819666180628766
0.0008833480558009301	3.34828913232589
0.0009000150002500042	3.0183132545641924
0.0009166819446990784	2.813419150842059
0.0009333488891481525	2.723322454809096
0.0009500158335972267	2.7577478958953536
0.0009666827780463008	2.9250252527372287
0.000983349722495375	3.2081879724555455
0.0010000166669444492	3.5839827915997082
0.0010166836113935233	4.058813578576777
0.0010333505558425976	4.583004520771801
0.0010500175002916717	5.179741532299805
0.0010666844447407458	5.757091711145353
0.0010833513891898199	6.346926683998534
0.001100018333638894	6.88873924633867
